participant_id,image_id,face_view,question_type,response,timestamp
200,1 (163),left,trust_rating,9,2025-08-26T11:26:10.647134
200,1 (163),left,masc_choice,neither,2025-08-26T11:26:10.647134
200,1 (163),left,fem_choice,neither,2025-08-26T11:26:10.647134
200,1 (163),left,emotion_rating,9,2025-08-26T11:26:10.647134
200,1 (163),left,trust_q2,nan,2025-08-26T11:26:10.647134
200,1 (163),left,trust_q3,nan,2025-08-26T11:26:10.647134
200,1 (163),left,pers_q1,nan,2025-08-26T11:26:10.647134
200,1 (163),left,pers_q2,nan,2025-08-26T11:26:10.647134
200,1 (163),left,pers_q3,nan,2025-08-26T11:26:10.647134
200,1 (163),left,pers_q4,nan,2025-08-26T11:26:10.647134
200,1 (163),left,pers_q5,nan,2025-08-26T11:26:10.647134
200,1 (163),right,trust_rating,1,2025-08-26T11:26:10.647134
200,1 (163),right,masc_choice,neither,2025-08-26T11:26:10.647134
200,1 (163),right,fem_choice,neither,2025-08-26T11:26:10.647134
200,1 (163),right,emotion_rating,1,2025-08-26T11:26:10.647134
200,1 (163),right,trust_q2,nan,2025-08-26T11:26:10.647134
200,1 (163),right,trust_q3,nan,2025-08-26T11:26:10.647134
200,1 (163),right,pers_q1,nan,2025-08-26T11:26:10.647134
200,1 (163),right,pers_q2,nan,2025-08-26T11:26:10.647134
200,1 (163),right,pers_q3,nan,2025-08-26T11:26:10.647134
200,1 (163),right,pers_q4,nan,2025-08-26T11:26:10.647134
200,1 (163),right,pers_q5,nan,2025-08-26T11:26:10.647134
200,1 (163),full,trust_rating,6,2025-08-26T11:26:18.789374
200,1 (163),full,masc_choice,right,2025-08-26T11:26:18.789374
200,1 (163),full,fem_choice,left,2025-08-26T11:26:18.789374
200,1 (163),full,emotion_rating,4,2025-08-26T11:26:18.789374
200,1 (163),full,trust_q2,nan,2025-08-26T11:26:18.789374
200,1 (163),full,trust_q3,nan,2025-08-26T11:26:18.789374
200,1 (163),full,pers_q1,nan,2025-08-26T11:26:18.789374
200,1 (163),full,pers_q2,nan,2025-08-26T11:26:18.789374
200,1 (163),full,pers_q3,nan,2025-08-26T11:26:18.789374
200,1 (163),full,pers_q4,nan,2025-08-26T11:26:18.789374
200,1 (163),full,pers_q5,nan,2025-08-26T11:26:18.789374
200,CFD-AM-230-150-N,full,trust_rating,6,2025-08-26T11:26:22.410589
200,CFD-AM-230-150-N,full,masc_choice,right,2025-08-26T11:26:22.410589
200,CFD-AM-230-150-N,full,fem_choice,left,2025-08-26T11:26:22.410589
200,CFD-AM-230-150-N,full,emotion_rating,4,2025-08-26T11:26:22.410589
200,CFD-AM-230-150-N,full,trust_q2,nan,2025-08-26T11:26:22.410589
200,CFD-AM-230-150-N,full,trust_q3,nan,2025-08-26T11:26:22.410589
200,CFD-AM-230-150-N,full,pers_q1,nan,2025-08-26T11:26:22.410589
200,CFD-AM-230-150-N,full,pers_q2,nan,2025-08-26T11:26:22.410589
200,CFD-AM-230-150-N,full,pers_q3,nan,2025-08-26T11:26:22.410589
200,CFD-AM-230-150-N,full,pers_q4,nan,2025-08-26T11:26:22.410589
200,CFD-AM-230-150-N,full,pers_q5,nan,2025-08-26T11:26:22.410589
200,CFD-AM-230-150-N,left,trust_rating,4,2025-08-28T06:24:01.941197
200,CFD-AM-230-150-N,left,masc_choice,right,2025-08-28T06:24:01.941197
200,CFD-AM-230-150-N,left,fem_choice,left,2025-08-28T06:24:01.941197
200,CFD-AM-230-150-N,left,emotion_rating,8,2025-08-28T06:24:01.941197
200,CFD-AM-230-150-N,left,trust_q2,nan,2025-08-28T06:24:01.941197
200,CFD-AM-230-150-N,left,trust_q3,nan,2025-08-28T06:24:01.941197
200,CFD-AM-230-150-N,left,pers_q1,nan,2025-08-28T06:24:01.941197
200,CFD-AM-230-150-N,left,pers_q2,nan,2025-08-28T06:24:01.941197
200,CFD-AM-230-150-N,left,pers_q3,nan,2025-08-28T06:24:01.941197
200,CFD-AM-230-150-N,left,pers_q4,nan,2025-08-28T06:24:01.941197
200,CFD-AM-230-150-N,left,pers_q5,nan,2025-08-28T06:24:01.941197
200,CFD-AM-230-150-N,right,trust_rating,3,2025-08-28T06:24:01.941197
200,CFD-AM-230-150-N,right,masc_choice,right,2025-08-28T06:24:01.941197
200,CFD-AM-230-150-N,right,fem_choice,left,2025-08-28T06:24:01.941197
200,CFD-AM-230-150-N,right,emotion_rating,2,2025-08-28T06:24:01.941197
200,CFD-AM-230-150-N,right,trust_q2,nan,2025-08-28T06:24:01.941197
200,CFD-AM-230-150-N,right,trust_q3,nan,2025-08-28T06:24:01.941197
200,CFD-AM-230-150-N,right,pers_q1,nan,2025-08-28T06:24:01.941197
200,CFD-AM-230-150-N,right,pers_q2,nan,2025-08-28T06:24:01.941197
200,CFD-AM-230-150-N,right,pers_q3,nan,2025-08-28T06:24:01.941197
200,CFD-AM-230-150-N,right,pers_q4,nan,2025-08-28T06:24:01.941197
200,CFD-AM-230-150-N,right,pers_q5,nan,2025-08-28T06:24:01.941197
200,CFD-AM-230-150-N,full,trust_rating,4,2025-08-28T06:24:08.586594
200,CFD-AM-230-150-N,full,masc_choice,right,2025-08-28T06:24:08.586594
200,CFD-AM-230-150-N,full,fem_choice,left,2025-08-28T06:24:08.586594
200,CFD-AM-230-150-N,full,emotion_rating,2,2025-08-28T06:24:08.586594
200,CFD-AM-230-150-N,full,trust_q2,nan,2025-08-28T06:24:08.586594
200,CFD-AM-230-150-N,full,trust_q3,nan,2025-08-28T06:24:08.586594
200,CFD-AM-230-150-N,full,pers_q1,nan,2025-08-28T06:24:08.586594
200,CFD-AM-230-150-N,full,pers_q2,nan,2025-08-28T06:24:08.586594
200,CFD-AM-230-150-N,full,pers_q3,nan,2025-08-28T06:24:08.586594
200,CFD-AM-230-150-N,full,pers_q4,nan,2025-08-28T06:24:08.586594
200,CFD-AM-230-150-N,full,pers_q5,nan,2025-08-28T06:24:08.586594
200,1 (205),left,trust_rating,1,2025-08-28T06:24:20.166224
200,1 (205),left,masc_choice,right,2025-08-28T06:24:20.166224
200,1 (205),left,fem_choice,left,2025-08-28T06:24:20.166224
200,1 (205),left,emotion_rating,6,2025-08-28T06:24:20.166224
200,1 (205),left,trust_q2,nan,2025-08-28T06:24:20.166224
200,1 (205),left,trust_q3,nan,2025-08-28T06:24:20.166224
200,1 (205),left,pers_q1,nan,2025-08-28T06:24:20.166224
200,1 (205),left,pers_q2,nan,2025-08-28T06:24:20.166224
200,1 (205),left,pers_q3,nan,2025-08-28T06:24:20.166224
200,1 (205),left,pers_q4,nan,2025-08-28T06:24:20.166224
200,1 (205),left,pers_q5,nan,2025-08-28T06:24:20.166224
200,1 (205),right,trust_rating,4,2025-08-28T06:24:20.166224
200,1 (205),right,masc_choice,right,2025-08-28T06:24:20.166224
200,1 (205),right,fem_choice,left,2025-08-28T06:24:20.166224
200,1 (205),right,emotion_rating,3,2025-08-28T06:24:20.166224
200,1 (205),right,trust_q2,nan,2025-08-28T06:24:20.166224
200,1 (205),right,trust_q3,nan,2025-08-28T06:24:20.166224
200,1 (205),right,pers_q1,nan,2025-08-28T06:24:20.166224
200,1 (205),right,pers_q2,nan,2025-08-28T06:24:20.166224
200,1 (205),right,pers_q3,nan,2025-08-28T06:24:20.166224
200,1 (205),right,pers_q4,nan,2025-08-28T06:24:20.166224
200,1 (205),right,pers_q5,nan,2025-08-28T06:24:20.166224
200,1 (205),full,trust_rating,5,2025-08-28T06:24:27.755748
200,1 (205),full,masc_choice,right,2025-08-28T06:24:27.755748
200,1 (205),full,fem_choice,left,2025-08-28T06:24:27.755748
200,1 (205),full,emotion_rating,4,2025-08-28T06:24:27.755748
200,1 (205),full,trust_q2,nan,2025-08-28T06:24:27.755748
200,1 (205),full,trust_q3,nan,2025-08-28T06:24:27.755748
200,1 (205),full,pers_q1,nan,2025-08-28T06:24:27.755748
200,1 (205),full,pers_q2,nan,2025-08-28T06:24:27.755748
200,1 (205),full,pers_q3,nan,2025-08-28T06:24:27.755748
200,1 (205),full,pers_q4,nan,2025-08-28T06:24:27.755748
200,1 (205),full,pers_q5,nan,2025-08-28T06:24:27.755748
